method: org.apache.fop.layoutmgr.inline.LineLayoutManager$LineBreakingAlgorithm.updateData2:1153650079
$r18(1887426560) -> $r18(-1887426560) 
$r19(1887426560) -> $r19(-1887426560) 
0(-1887426560) -> 0(2115411082) 
this(-1887426560) -> this(2115411082) 
bestActiveNode(-1887426560) -> bestActiveNode(2115411082) 
par(-1887426560) -> par(2115411082) 
textDiff(-1887426560) -> textDiff(2115411082) 
$r0(-1887426560) -> $r0(2115411082) 
$r1(-1887426560) -> $r1(2115411082) 
$r3(-1887426560) -> $r3(2115411082) 
$r4(-1887426560) -> $r4(2115411082) 
$r5(-1887426560) -> $r5(2115411082) 
$r6(-1887426560) -> $r6(2115411082) 
$r7(-1887426560) -> $r7(2115411082) 
$r8(-1887426560) -> $r8(2115411082) 
$r9(-1887426560) -> $r9(2115411082) 
$r10(-1887426560) -> $r10(2115411082) 
$r11(-1887426560) -> $r11(2115411082) 
$r14(-1887426560) -> $r14(2115411082) 
$r15(-1887426560) -> $r15(2115411082) 
$r16(-1887426560) -> $r16(2115411082) 
$r17(-1887426560) -> $r17(2115411082) 
$r18(-1887426560) -> $r18(2115411082) 
$r19(-1887426560) -> $r19(2115411082) 
0(2115411082) -> 0(2122279089) 
this(2115411082) -> this(2122279089) 
bestActiveNode(2115411082) -> bestActiveNode(2122279089) 
par(2115411082) -> par(2122279089) 
textDiff(2115411082) -> textDiff(2122279089) 
$r0(2115411082) -> $r0(2122279089) 
$r1(2115411082) -> $r1(2122279089) 
$r3(2115411082) -> $r3(2122279089) 
$r4(2115411082) -> $r4(2122279089) 
$r5(2115411082) -> $r5(2122279089) 
$r6(2115411082) -> $r6(2122279089) 
$r7(2115411082) -> $r7(2122279089) 
$r8(2115411082) -> $r8(2122279089) 
$r9(2115411082) -> $r9(2122279089) 
$r10(2115411082) -> $r10(2122279089) 
$r11(2115411082) -> $r11(2122279089) 
$r14(2115411082) -> $r14(2122279089) 
$r15(2115411082) -> $r15(2122279089) 
$r16(2115411082) -> $r16(2122279089) 
$r17(2115411082) -> $r17(2122279089) 
$r18(2115411082) -> $r18(2122279089) 
$r19(2115411082) -> $r19(2122279089) 
0(2122279089) -> 0(-2122279089) 
this(2122279089) -> this(-2122279089) 
bestActiveNode(2122279089) -> bestActiveNode(-2122279089) 
par(2122279089) -> par(-2122279089) 
textDiff(2122279089) -> textDiff(-2122279089) 
$r0(2122279089) -> $r0(-2122279089) 
$r1(2122279089) -> $r1(-2122279089) 
$r3(2122279089) -> $r3(-2122279089) 
$r4(2122279089) -> $r4(-2122279089) 
$r5(2122279089) -> $r5(-2122279089) 
$r6(2122279089) -> $r6(-2122279089) 
$r7(2122279089) -> $r7(-2122279089) 
$r8(2122279089) -> $r8(-2122279089) 
$r9(2122279089) -> $r9(-2122279089) 
$r10(2122279089) -> $r10(-2122279089) 
$r11(2122279089) -> $r11(-2122279089) 
$r14(2122279089) -> $r14(-2122279089) 
$r15(2122279089) -> $r15(-2122279089) 
$r16(2122279089) -> $r16(-2122279089) 
$r17(2122279089) -> $r17(-2122279089) 
$r18(2122279089) -> $r18(-2122279089) 
$r19(2122279089) -> $r19(-2122279089) 
0(-2122279089) -> 0(1588755800) 
this(-2122279089) -> this(1588755800) 
bestActiveNode(-2122279089) -> bestActiveNode(1588755800) 
par(-2122279089) -> par(1588755800) 
textDiff(-2122279089) -> textDiff(1588755800) 
$r0(-2122279089) -> $r0(1588755800) 
$r1(-2122279089) -> $r1(1588755800) 
$r3(-2122279089) -> $r3(1588755800) 
$r4(-2122279089) -> $r4(1588755800) 
$r5(-2122279089) -> $r5(1588755800) 
$r6(-2122279089) -> $r6(1588755800) 
$r7(-2122279089) -> $r7(1588755800) 
$r8(-2122279089) -> $r8(1588755800) 
$r9(-2122279089) -> $r9(1588755800) 
$r10(-2122279089) -> $r10(1588755800) 
$r11(-2122279089) -> $r11(1588755800) 
$r14(-2122279089) -> $r14(1588755800) 
$r15(-2122279089) -> $r15(1588755800) 
$r16(-2122279089) -> $r16(1588755800) 
$r17(-2122279089) -> $r17(1588755800) 
$r18(-2122279089) -> $r18(1588755800) 
$r19(-2122279089) -> $r19(1588755800) 
0(1588755800) -> 0(1384668127) 
this(1588755800) -> this(1384668127) 
bestActiveNode(1588755800) -> bestActiveNode(1384668127) 
par(1588755800) -> par(1384668127) 
textDiff(1588755800) -> textDiff(1384668127) 
$r0(1588755800) -> $r0(1384668127) 
$r1(1588755800) -> $r1(1384668127) 
$r3(1588755800) -> $r3(1384668127) 
$r4(1588755800) -> $r4(1384668127) 
$r5(1588755800) -> $r5(1384668127) 
$r6(1588755800) -> $r6(1384668127) 
$r7(1588755800) -> $r7(1384668127) 
$r8(1588755800) -> $r8(1384668127) 
$r9(1588755800) -> $r9(1384668127) 
$r10(1588755800) -> $r10(1384668127) 
$r11(1588755800) -> $r11(1384668127) 
$r14(1588755800) -> $r14(1384668127) 
$r15(1588755800) -> $r15(1384668127) 
$r16(1588755800) -> $r16(1384668127) 
$r17(1588755800) -> $r17(1384668127) 
$r18(1588755800) -> $r18(1384668127) 
$r19(1588755800) -> $r19(1384668127) 
0(1588755800) -> 0(318316714) 
this(1588755800) -> this(318316714) 
bestActiveNode(1588755800) -> bestActiveNode(318316714) 
par(1588755800) -> par(318316714) 
textDiff(1588755800) -> textDiff(318316714) 
$r0(1588755800) -> $r0(318316714) 
$r1(1588755800) -> $r1(318316714) 
$r3(1588755800) -> $r3(318316714) 
$r4(1588755800) -> $r4(318316714) 
$r5(1588755800) -> $r5(318316714) 
$r6(1588755800) -> $r6(318316714) 
$r7(1588755800) -> $r7(318316714) 
$r8(1588755800) -> $r8(318316714) 
$r9(1588755800) -> $r9(318316714) 
$r10(1588755800) -> $r10(318316714) 
$r11(1588755800) -> $r11(318316714) 
$r14(1588755800) -> $r14(318316714) 
$r15(1588755800) -> $r15(318316714) 
$r16(1588755800) -> $r16(318316714) 
$r17(1588755800) -> $r17(318316714) 
$r18(1588755800) -> $r18(318316714) 
$r19(1588755800) -> $r19(318316714) 
0(318316714) -> 0(1049176414) 
this(318316714) -> this(1049176414) 
bestActiveNode(318316714) -> bestActiveNode(1049176414) 
par(318316714) -> par(1049176414) 
textDiff(318316714) -> textDiff(1049176414) 
$r0(318316714) -> $r0(1049176414) 
$r1(318316714) -> $r1(1049176414) 
$r3(318316714) -> $r3(1049176414) 
$r4(318316714) -> $r4(1049176414) 
$r5(318316714) -> $r5(1049176414) 
$r6(318316714) -> $r6(1049176414) 
$r7(318316714) -> $r7(1049176414) 
$r8(318316714) -> $r8(1049176414) 
$r9(318316714) -> $r9(1049176414) 
$r10(318316714) -> $r10(1049176414) 
$r11(318316714) -> $r11(1049176414) 
$r14(318316714) -> $r14(1049176414) 
$r15(318316714) -> $r15(1049176414) 
$r16(318316714) -> $r16(1049176414) 
$r17(318316714) -> $r17(1049176414) 
$r18(318316714) -> $r18(1049176414) 
$r19(318316714) -> $r19(1049176414) 
0(1049176414) -> 0(519764581) 
this(1049176414) -> this(519764581) 
bestActiveNode(1049176414) -> bestActiveNode(519764581) 
par(1049176414) -> par(519764581) 
textDiff(1049176414) -> textDiff(519764581) 
$r0(1049176414) -> $r0(519764581) 
$r1(1049176414) -> $r1(519764581) 
$r3(1049176414) -> $r3(519764581) 
$r4(1049176414) -> $r4(519764581) 
$r5(1049176414) -> $r5(519764581) 
$r6(1049176414) -> $r6(519764581) 
$r7(1049176414) -> $r7(519764581) 
$r8(1049176414) -> $r8(519764581) 
$r9(1049176414) -> $r9(519764581) 
$r10(1049176414) -> $r10(519764581) 
$r11(1049176414) -> $r11(519764581) 
$r14(1049176414) -> $r14(519764581) 
$r15(1049176414) -> $r15(519764581) 
$r16(1049176414) -> $r16(519764581) 
$r17(1049176414) -> $r17(519764581) 
$r18(1049176414) -> $r18(519764581) 
$r19(1049176414) -> $r19(519764581) 
0(519764581) -> 0(1486212112) 
this(519764581) -> this(1486212112) 
bestActiveNode(519764581) -> bestActiveNode(1486212112) 
par(519764581) -> par(1486212112) 
textDiff(519764581) -> textDiff(1486212112) 
$r0(519764581) -> $r0(1486212112) 
$r1(519764581) -> $r1(1486212112) 
$r3(519764581) -> $r3(1486212112) 
$r4(519764581) -> $r4(1486212112) 
$r5(519764581) -> $r5(1486212112) 
$r6(519764581) -> $r6(1486212112) 
$r7(519764581) -> $r7(1486212112) 
$r8(519764581) -> $r8(1486212112) 
$r9(519764581) -> $r9(1486212112) 
$r10(519764581) -> $r10(1486212112) 
$r11(519764581) -> $r11(1486212112) 
$r14(519764581) -> $r14(1486212112) 
$r15(519764581) -> $r15(1486212112) 
$r16(519764581) -> $r16(1486212112) 
$r17(519764581) -> $r17(1486212112) 
$r18(519764581) -> $r18(1486212112) 
$r19(519764581) -> $r19(1486212112) 
0(1486212112) -> 0(1384668127) 
this(1486212112) -> this(1384668127) 
bestActiveNode(1486212112) -> bestActiveNode(1384668127) 
par(1486212112) -> par(1384668127) 
textDiff(1486212112) -> textDiff(1384668127) 
$r0(1486212112) -> $r0(1384668127) 
$r1(1486212112) -> $r1(1384668127) 
$r3(1486212112) -> $r3(1384668127) 
$r4(1486212112) -> $r4(1384668127) 
$r5(1486212112) -> $r5(1384668127) 
$r6(1486212112) -> $r6(1384668127) 
$r7(1486212112) -> $r7(1384668127) 
$r8(1486212112) -> $r8(1384668127) 
$r9(1486212112) -> $r9(1384668127) 
$r10(1486212112) -> $r10(1384668127) 
$r11(1486212112) -> $r11(1384668127) 
$r14(1486212112) -> $r14(1384668127) 
$r15(1486212112) -> $r15(1384668127) 
$r16(1486212112) -> $r16(1384668127) 
$r17(1486212112) -> $r17(1384668127) 
$r18(1486212112) -> $r18(1384668127) 
$r19(1486212112) -> $r19(1384668127) 
0(1384668127) -> 0(1984411597) 
this(1384668127) -> this(1984411597) 
bestActiveNode(1384668127) -> bestActiveNode(1984411597) 
par(1384668127) -> par(1984411597) 
textDiff(1384668127) -> textDiff(1984411597) 
$r0(1384668127) -> $r0(1984411597) 
$r1(1384668127) -> $r1(1984411597) 
$r3(1384668127) -> $r3(1984411597) 
$r4(1384668127) -> $r4(1984411597) 
$r5(1384668127) -> $r5(1984411597) 
$r6(1384668127) -> $r6(1984411597) 
$r7(1384668127) -> $r7(1984411597) 
$r8(1384668127) -> $r8(1984411597) 
$r9(1384668127) -> $r9(1984411597) 
$r10(1384668127) -> $r10(1984411597) 
$r11(1384668127) -> $r11(1984411597) 
$r14(1384668127) -> $r14(1984411597) 
$r15(1384668127) -> $r15(1984411597) 
$r16(1384668127) -> $r16(1984411597) 
$r17(1384668127) -> $r17(1984411597) 
$r18(1384668127) -> $r18(1984411597) 
$r19(1384668127) -> $r19(1984411597) 
0(1984411597) -> 0(-1984411597) 
this(1984411597) -> this(-1984411597) 
bestActiveNode(1984411597) -> bestActiveNode(-1984411597) 
par(1984411597) -> par(-1984411597) 
textDiff(1984411597) -> textDiff(-1984411597) 
$r0(1984411597) -> $r0(-1984411597) 
$r1(1984411597) -> $r1(-1984411597) 
$r3(1984411597) -> $r3(-1984411597) 
$r4(1984411597) -> $r4(-1984411597) 
$r5(1984411597) -> $r5(-1984411597) 
$r6(1984411597) -> $r6(-1984411597) 
$r7(1984411597) -> $r7(-1984411597) 
$r8(1984411597) -> $r8(-1984411597) 
$r9(1984411597) -> $r9(-1984411597) 
$r10(1984411597) -> $r10(-1984411597) 
$r11(1984411597) -> $r11(-1984411597) 
$r14(1984411597) -> $r14(-1984411597) 
$r15(1984411597) -> $r15(-1984411597) 
$r16(1984411597) -> $r16(-1984411597) 
$r17(1984411597) -> $r17(-1984411597) 
$r18(1984411597) -> $r18(-1984411597) 
$r19(1984411597) -> $r19(-1984411597) 
0(-1984411597) -> 0(1584672869) 
this(-1984411597) -> this(1584672869) 
bestActiveNode(-1984411597) -> bestActiveNode(1584672869) 
par(-1984411597) -> par(1584672869) 
textDiff(-1984411597) -> textDiff(1584672869) 
$r0(-1984411597) -> $r0(1584672869) 
$r1(-1984411597) -> $r1(1584672869) 
$r3(-1984411597) -> $r3(1584672869) 
$r4(-1984411597) -> $r4(1584672869) 
$r5(-1984411597) -> $r5(1584672869) 
$r6(-1984411597) -> $r6(1584672869) 
$r7(-1984411597) -> $r7(1584672869) 
$r8(-1984411597) -> $r8(1584672869) 
$r9(-1984411597) -> $r9(1584672869) 
$r10(-1984411597) -> $r10(1584672869) 
$r11(-1984411597) -> $r11(1584672869) 
$r14(-1984411597) -> $r14(1584672869) 
$r15(-1984411597) -> $r15(1584672869) 
$r16(-1984411597) -> $r16(1584672869) 
$r17(-1984411597) -> $r17(1584672869) 
$r18(-1984411597) -> $r18(1584672869) 
$r19(-1984411597) -> $r19(1584672869) 
0(1584672869) -> 0(132075042) 
this(1584672869) -> this(132075042) 
bestActiveNode(1584672869) -> bestActiveNode(132075042) 
par(1584672869) -> par(132075042) 
textDiff(1584672869) -> textDiff(132075042) 
$r0(1584672869) -> $r0(132075042) 
$r1(1584672869) -> $r1(132075042) 
$r3(1584672869) -> $r3(132075042) 
$r4(1584672869) -> $r4(132075042) 
$r5(1584672869) -> $r5(132075042) 
$r6(1584672869) -> $r6(132075042) 
$r7(1584672869) -> $r7(132075042) 
$r8(1584672869) -> $r8(132075042) 
$r9(1584672869) -> $r9(132075042) 
$r10(1584672869) -> $r10(132075042) 
$r11(1584672869) -> $r11(132075042) 
$r14(1584672869) -> $r14(132075042) 
$r15(1584672869) -> $r15(132075042) 
$r16(1584672869) -> $r16(132075042) 
$r17(1584672869) -> $r17(132075042) 
$r18(1584672869) -> $r18(132075042) 
$r19(1584672869) -> $r19(132075042) 
0(1584672869) -> 0(1620217746) 
this(1584672869) -> this(1620217746) 
bestActiveNode(1584672869) -> bestActiveNode(1620217746) 
par(1584672869) -> par(1620217746) 
textDiff(1584672869) -> textDiff(1620217746) 
$r0(1584672869) -> $r0(1620217746) 
$r1(1584672869) -> $r1(1620217746) 
$r3(1584672869) -> $r3(1620217746) 
$r4(1584672869) -> $r4(1620217746) 
$r5(1584672869) -> $r5(1620217746) 
$r6(1584672869) -> $r6(1620217746) 
$r7(1584672869) -> $r7(1620217746) 
$r8(1584672869) -> $r8(1620217746) 
$r9(1584672869) -> $r9(1620217746) 
$r10(1584672869) -> $r10(1620217746) 
$r11(1584672869) -> $r11(1620217746) 
$r14(1584672869) -> $r14(1620217746) 
$r15(1584672869) -> $r15(1620217746) 
$r16(1584672869) -> $r16(1620217746) 
$r17(1584672869) -> $r17(1620217746) 
$r18(1584672869) -> $r18(1620217746) 
$r19(1584672869) -> $r19(1620217746) 
0(1620217746) -> 0(1329606628) 
this(1620217746) -> this(1329606628) 
bestActiveNode(1620217746) -> bestActiveNode(1329606628) 
par(1620217746) -> par(1329606628) 
textDiff(1620217746) -> textDiff(1329606628) 
$r0(1620217746) -> $r0(1329606628) 
$r1(1620217746) -> $r1(1329606628) 
$r3(1620217746) -> $r3(1329606628) 
$r4(1620217746) -> $r4(1329606628) 
$r5(1620217746) -> $r5(1329606628) 
$r6(1620217746) -> $r6(1329606628) 
$r7(1620217746) -> $r7(1329606628) 
$r8(1620217746) -> $r8(1329606628) 
$r9(1620217746) -> $r9(1329606628) 
$r10(1620217746) -> $r10(1329606628) 
$r11(1620217746) -> $r11(1329606628) 
$r14(1620217746) -> $r14(1329606628) 
$r15(1620217746) -> $r15(1329606628) 
$r16(1620217746) -> $r16(1329606628) 
$r17(1620217746) -> $r17(1329606628) 
$r18(1620217746) -> $r18(1329606628) 
$r19(1620217746) -> $r19(1329606628) 
0(1329606628) -> 0(2034984814) 
this(1329606628) -> this(2034984814) 
bestActiveNode(1329606628) -> bestActiveNode(2034984814) 
par(1329606628) -> par(2034984814) 
textDiff(1329606628) -> textDiff(2034984814) 
$r0(1329606628) -> $r0(2034984814) 
$r1(1329606628) -> $r1(2034984814) 
$r3(1329606628) -> $r3(2034984814) 
$r4(1329606628) -> $r4(2034984814) 
$r5(1329606628) -> $r5(2034984814) 
$r6(1329606628) -> $r6(2034984814) 
$r7(1329606628) -> $r7(2034984814) 
$r8(1329606628) -> $r8(2034984814) 
$r9(1329606628) -> $r9(2034984814) 
$r10(1329606628) -> $r10(2034984814) 
$r11(1329606628) -> $r11(2034984814) 
$r14(1329606628) -> $r14(2034984814) 
$r15(1329606628) -> $r15(2034984814) 
$r16(1329606628) -> $r16(2034984814) 
$r17(1329606628) -> $r17(2034984814) 
$r18(1329606628) -> $r18(2034984814) 
$r19(1329606628) -> $r19(2034984814) 
0(2034984814) -> 0(132075042) 
this(2034984814) -> this(132075042) 
bestActiveNode(2034984814) -> bestActiveNode(132075042) 
par(2034984814) -> par(132075042) 
textDiff(2034984814) -> textDiff(132075042) 
$r0(2034984814) -> $r0(132075042) 
$r1(2034984814) -> $r1(132075042) 
$r3(2034984814) -> $r3(132075042) 
$r4(2034984814) -> $r4(132075042) 
$r5(2034984814) -> $r5(132075042) 
$r6(2034984814) -> $r6(132075042) 
$r7(2034984814) -> $r7(132075042) 
$r8(2034984814) -> $r8(132075042) 
$r9(2034984814) -> $r9(132075042) 
$r10(2034984814) -> $r10(132075042) 
$r11(2034984814) -> $r11(132075042) 
$r14(2034984814) -> $r14(132075042) 
$r15(2034984814) -> $r15(132075042) 
$r16(2034984814) -> $r16(132075042) 
$r17(2034984814) -> $r17(132075042) 
$r18(2034984814) -> $r18(132075042) 
$r19(2034984814) -> $r19(132075042) 
0(2034984814) -> 0(95498090) 
this(2034984814) -> this(95498090) 
bestActiveNode(2034984814) -> bestActiveNode(95498090) 
par(2034984814) -> par(95498090) 
textDiff(2034984814) -> textDiff(95498090) 
$r0(2034984814) -> $r0(95498090) 
$r1(2034984814) -> $r1(95498090) 
$r3(2034984814) -> $r3(95498090) 
$r4(2034984814) -> $r4(95498090) 
$r5(2034984814) -> $r5(95498090) 
$r6(2034984814) -> $r6(95498090) 
$r7(2034984814) -> $r7(95498090) 
$r8(2034984814) -> $r8(95498090) 
$r9(2034984814) -> $r9(95498090) 
$r10(2034984814) -> $r10(95498090) 
$r11(2034984814) -> $r11(95498090) 
$r14(2034984814) -> $r14(95498090) 
$r15(2034984814) -> $r15(95498090) 
$r16(2034984814) -> $r16(95498090) 
$r17(2034984814) -> $r17(95498090) 
$r18(2034984814) -> $r18(95498090) 
$r19(2034984814) -> $r19(95498090) 
0(95498090) -> 0(136279915) 
this(95498090) -> this(136279915) 
bestActiveNode(95498090) -> bestActiveNode(136279915) 
par(95498090) -> par(136279915) 
textDiff(95498090) -> textDiff(136279915) 
$r0(95498090) -> $r0(136279915) 
$r1(95498090) -> $r1(136279915) 
$r3(95498090) -> $r3(136279915) 
$r4(95498090) -> $r4(136279915) 
$r5(95498090) -> $r5(136279915) 
$r6(95498090) -> $r6(136279915) 
$r7(95498090) -> $r7(136279915) 
$r8(95498090) -> $r8(136279915) 
$r9(95498090) -> $r9(136279915) 
$r10(95498090) -> $r10(136279915) 
$r11(95498090) -> $r11(136279915) 
$r14(95498090) -> $r14(136279915) 
$r15(95498090) -> $r15(136279915) 
$r16(95498090) -> $r16(136279915) 
$r17(95498090) -> $r17(136279915) 
$r18(95498090) -> $r18(136279915) 
$r19(95498090) -> $r19(136279915) 
0(95498090) -> 0(866114321) 
this(95498090) -> this(866114321) 
bestActiveNode(95498090) -> bestActiveNode(866114321) 
par(95498090) -> par(866114321) 
textDiff(95498090) -> textDiff(866114321) 
$r0(95498090) -> $r0(866114321) 
$r1(95498090) -> $r1(866114321) 
$r3(95498090) -> $r3(866114321) 
$r4(95498090) -> $r4(866114321) 
$r5(95498090) -> $r5(866114321) 
$r6(95498090) -> $r6(866114321) 
$r7(95498090) -> $r7(866114321) 
$r8(95498090) -> $r8(866114321) 
$r9(95498090) -> $r9(866114321) 
$r10(95498090) -> $r10(866114321) 
$r11(95498090) -> $r11(866114321) 
$r14(95498090) -> $r14(866114321) 
$r15(95498090) -> $r15(866114321) 
$r16(95498090) -> $r16(866114321) 
$r17(95498090) -> $r17(866114321) 
$r18(95498090) -> $r18(866114321) 
$r19(95498090) -> $r19(866114321) 
0(866114321) -> 0(1139233681) 
this(866114321) -> this(1139233681) 
bestActiveNode(866114321) -> bestActiveNode(1139233681) 
par(866114321) -> par(1139233681) 
textDiff(866114321) -> textDiff(1139233681) 
$r0(866114321) -> $r0(1139233681) 
$r1(866114321) -> $r1(1139233681) 
$r3(866114321) -> $r3(1139233681) 
$r4(866114321) -> $r4(1139233681) 
$r5(866114321) -> $r5(1139233681) 
$r6(866114321) -> $r6(1139233681) 
$r7(866114321) -> $r7(1139233681) 
$r8(866114321) -> $r8(1139233681) 
$r9(866114321) -> $r9(1139233681) 
$r10(866114321) -> $r10(1139233681) 
$r11(866114321) -> $r11(1139233681) 
$r14(866114321) -> $r14(1139233681) 
$r15(866114321) -> $r15(1139233681) 
$r16(866114321) -> $r16(1139233681) 
$r17(866114321) -> $r17(1139233681) 
$r18(866114321) -> $r18(1139233681) 
$r19(866114321) -> $r19(1139233681) 
0(1139233681) -> 0(960395513) 
this(1139233681) -> this(960395513) 
bestActiveNode(1139233681) -> bestActiveNode(960395513) 
par(1139233681) -> par(960395513) 
textDiff(1139233681) -> textDiff(960395513) 
$r0(1139233681) -> $r0(960395513) 
$r1(1139233681) -> $r1(960395513) 
$r3(1139233681) -> $r3(960395513) 
$r4(1139233681) -> $r4(960395513) 
$r5(1139233681) -> $r5(960395513) 
$r6(1139233681) -> $r6(960395513) 
$r7(1139233681) -> $r7(960395513) 
$r8(1139233681) -> $r8(960395513) 
$r9(1139233681) -> $r9(960395513) 
$r10(1139233681) -> $r10(960395513) 
$r11(1139233681) -> $r11(960395513) 
$r14(1139233681) -> $r14(960395513) 
$r15(1139233681) -> $r15(960395513) 
$r16(1139233681) -> $r16(960395513) 
$r17(1139233681) -> $r17(960395513) 
$r18(1139233681) -> $r18(960395513) 
$r19(1139233681) -> $r19(960395513) 
0(136279915) -> 0(1261515009) 
this(136279915) -> this(1261515009) 
bestActiveNode(136279915) -> bestActiveNode(1261515009) 
par(136279915) -> par(1261515009) 
textDiff(136279915) -> textDiff(1261515009) 
$r0(136279915) -> $r0(1261515009) 
$r1(136279915) -> $r1(1261515009) 
$r3(136279915) -> $r3(1261515009) 
$r4(136279915) -> $r4(1261515009) 
$r6(136279915) -> $r6(1261515009) 
$r7(136279915) -> $r7(1261515009) 
$r8(136279915) -> $r8(1261515009) 
$r9(136279915) -> $r9(1261515009) 
$r10(136279915) -> $r10(1261515009) 
$r11(136279915) -> $r11(1261515009) 
$r14(136279915) -> $r14(1261515009) 
$r15(136279915) -> $r15(1261515009) 
$r16(136279915) -> $r16(1261515009) 
$r17(136279915) -> $r17(1261515009) 
$r18(136279915) -> $r18(1261515009) 
$r19(136279915) -> $r19(1261515009) 
0(1261515009) -> 0(2133023470) 
this(1261515009) -> this(2133023470) 
bestActiveNode(1261515009) -> bestActiveNode(2133023470) 
par(1261515009) -> par(2133023470) 
textDiff(1261515009) -> textDiff(2133023470) 
$r0(1261515009) -> $r0(2133023470) 
$r1(1261515009) -> $r1(2133023470) 
$r3(1261515009) -> $r3(2133023470) 
$r4(1261515009) -> $r4(2133023470) 
$r5(1261515009) -> $r5(2133023470) 
$r6(1261515009) -> $r6(2133023470) 
$r7(1261515009) -> $r7(2133023470) 
$r8(1261515009) -> $r8(2133023470) 
$r9(1261515009) -> $r9(2133023470) 
$r10(1261515009) -> $r10(2133023470) 
$r11(1261515009) -> $r11(2133023470) 
$r14(1261515009) -> $r14(2133023470) 
$r15(1261515009) -> $r15(2133023470) 
$r16(1261515009) -> $r16(2133023470) 
$r17(1261515009) -> $r17(2133023470) 
$r18(1261515009) -> $r18(2133023470) 
$r19(1261515009) -> $r19(2133023470) 
0(2133023470) -> 0(1780940919) 
this(2133023470) -> this(1780940919) 
bestActiveNode(2133023470) -> bestActiveNode(1780940919) 
par(2133023470) -> par(1780940919) 
textDiff(2133023470) -> textDiff(1780940919) 
$r0(2133023470) -> $r0(1780940919) 
$r1(2133023470) -> $r1(1780940919) 
$r3(2133023470) -> $r3(1780940919) 
$r4(2133023470) -> $r4(1780940919) 
$r5(2133023470) -> $r5(1780940919) 
$r6(2133023470) -> $r6(1780940919) 
$r7(2133023470) -> $r7(1780940919) 
$r8(2133023470) -> $r8(1780940919) 
$r9(2133023470) -> $r9(1780940919) 
$r10(2133023470) -> $r10(1780940919) 
$r11(2133023470) -> $r11(1780940919) 
$r14(2133023470) -> $r14(1780940919) 
$r15(2133023470) -> $r15(1780940919) 
$r16(2133023470) -> $r16(1780940919) 
$r17(2133023470) -> $r17(1780940919) 
$r18(2133023470) -> $r18(1780940919) 
$r19(2133023470) -> $r19(1780940919) 
0(1780940919) -> 0(-1780940919) 
this(1780940919) -> this(-1780940919) 
bestActiveNode(1780940919) -> bestActiveNode(-1780940919) 
par(1780940919) -> par(-1780940919) 
textDiff(1780940919) -> textDiff(-1780940919) 
$r0(1780940919) -> $r0(-1780940919) 
$r1(1780940919) -> $r1(-1780940919) 
$r3(1780940919) -> $r3(-1780940919) 
$r4(1780940919) -> $r4(-1780940919) 
$r6(1780940919) -> $r6(-1780940919) 
$r7(1780940919) -> $r7(-1780940919) 
$r8(1780940919) -> $r8(-1780940919) 
$r9(1780940919) -> $r9(-1780940919) 
$r10(1780940919) -> $r10(-1780940919) 
$r11(1780940919) -> $r11(-1780940919) 
$r14(1780940919) -> $r14(-1780940919) 
$r15(1780940919) -> $r15(-1780940919) 
$r16(1780940919) -> $r16(-1780940919) 
$r17(1780940919) -> $r17(-1780940919) 
$r18(1780940919) -> $r18(-1780940919) 
$r19(1780940919) -> $r19(-1780940919) 
0(-1780940919) -> 0(641921068) 
this(-1780940919) -> this(641921068) 
bestActiveNode(-1780940919) -> bestActiveNode(641921068) 
par(-1780940919) -> par(641921068) 
textDiff(-1780940919) -> textDiff(641921068) 
$r0(-1780940919) -> $r0(641921068) 
$r1(-1780940919) -> $r1(641921068) 
$r3(-1780940919) -> $r3(641921068) 
$r4(-1780940919) -> $r4(641921068) 
$r5(-1780940919) -> $r5(641921068) 
$r6(-1780940919) -> $r6(641921068) 
$r7(-1780940919) -> $r7(641921068) 
$r8(-1780940919) -> $r8(641921068) 
$r9(-1780940919) -> $r9(641921068) 
$r10(-1780940919) -> $r10(641921068) 
$r11(-1780940919) -> $r11(641921068) 
$r14(-1780940919) -> $r14(641921068) 
$r15(-1780940919) -> $r15(641921068) 
$r16(-1780940919) -> $r16(641921068) 
$r17(-1780940919) -> $r17(641921068) 
$r18(-1780940919) -> $r18(641921068) 
$r19(-1780940919) -> $r19(641921068) 
0(641921068) -> 0(-641921068) 
this(641921068) -> this(-641921068) 
bestActiveNode(641921068) -> bestActiveNode(-641921068) 
par(641921068) -> par(-641921068) 
textDiff(641921068) -> textDiff(-641921068) 
$r0(641921068) -> $r0(-641921068) 
$r1(641921068) -> $r1(-641921068) 
$r3(641921068) -> $r3(-641921068) 
$r4(641921068) -> $r4(-641921068) 
$r6(641921068) -> $r6(-641921068) 
$r7(641921068) -> $r7(-641921068) 
$r8(641921068) -> $r8(-641921068) 
$r9(641921068) -> $r9(-641921068) 
$r10(641921068) -> $r10(-641921068) 
$r11(641921068) -> $r11(-641921068) 
$r14(641921068) -> $r14(-641921068) 
$r15(641921068) -> $r15(-641921068) 
$r16(641921068) -> $r16(-641921068) 
$r17(641921068) -> $r17(-641921068) 
$r18(641921068) -> $r18(-641921068) 
$r19(641921068) -> $r19(-641921068) 
0(-641921068) -> 0(1957030995) 
this(-641921068) -> this(1957030995) 
bestActiveNode(-641921068) -> bestActiveNode(1957030995) 
par(-641921068) -> par(1957030995) 
textDiff(-641921068) -> textDiff(1957030995) 
$r0(-641921068) -> $r0(1957030995) 
$r1(-641921068) -> $r1(1957030995) 
